Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Feb 28, 2001",155.0 kg,344 W,0,Cyclist,Metric,mm/dd/YYYY,Week,English (US),--:--,"",All
