Follower Athlete ID,Follow Status,Created At
15364184,Accepted,"Jul 11, 2019, 4:38:29 AM"
56668590,Accepted,"May 1, 2020, 3:25:37 PM"
15350329,Accepted,"May 8, 2020, 2:27:49 AM"
15933416,Accepted,"May 8, 2020, 2:36:58 AM"
8292160,Accepted,"Jun 1, 2020, 2:14:11 AM"
60147630,Accepted,"Jun 1, 2020, 8:57:29 PM"
52978272,Accepted,"Jun 8, 2020, 8:37:17 AM"
10696403,Accepted,"Aug 31, 2020, 2:55:23 AM"
59323159,Accepted,"Dec 14, 2020, 5:04:48 PM"
44112298,Accepted,"Feb 28, 2021, 10:43:47 PM"
