Goal Type,Activity Type,Goal,Start Date,End Date,Segment ID,Time Period,Interval Time
Distance Goal,Ride,2000000.0,"May 28, 2020, 1:14:09 PM",,,Year
Distance Goal,Ride,1000000.0,"May 28, 2020, 1:13:18 PM",,,Year
Distance Goal,Ride,1550000.0,"Sep 17, 2020, 9:08:21 AM",,,Year
Distance Goal,Ride,200000.0,"May 28, 2020, 11:59:09 AM",,,Week
Distance Goal,Ride,1550000.0,"May 28, 2020, 1:14:20 PM",,,Year
Distance Goal,Ride,200000.0,"Sep 17, 2020, 9:08:21 AM",,,Week
